beta_hml,beta_mk,beta_mom,beta_smb,firmcode,industry,logv,sigma,skewness,region
0.006451535,1.5038649,0.061040262,0.010824412,601788,17,10.61918508,0.65752401,0.19600623,17
-0.003298584,1.3002189,0.029780693,-0.00774452,601808,2,10.28089918,0.30384871,-0.19651952,19
0.051469571,0.35038202,0.31019744,-0.046850035,601866,14,10.1195971,1.0726144,2.6107532,17
-0.032604425,1.1490588,0.012638065,0.031196446,601872,14,9.592427328,0.7829608,-0.22252814,17
-0.01336268,1.1542774,0.015490529,0.026304745,601898,2,9.084910201,0.92215349,-0.27718547,2
-0.073924736,0.9336185,0.020253064,0.040802361,601899,2,10.51212882,0.63993162,-1.3276493,13
-0.22163547,0.71214778,-0.79376545,0.056255831,601918,12,11.85931232,1.2748537,3.0764393,1
-0.000200658,1.3500935,-0.07466338,0.018694951,601939,17,9.319589497,0.5202174,-1.0073985,2
-0.034808746,0.38440134,0.013873454,0.015604741,601958,2,10.84722204,1.3184977,3.6588379,16
0.092149574,0.85582317,0.029041987,0.000983329,601988,17,10.9676632,1.2525971,2.6728912,2
0.029897261,0.96686862,0.13148405,-0.01538992,601991,12,10.30702013,0.56144686,1.8820324,2
